chords,view,star,date,url,text
"['Em', 'Cmaj7', 'Am', 'B7']",5911,15,27.09.2018,https://amdm.ru/akkordi/ddt/165598/ya_belaya_ptica_voroni/,"['На небе вороны, под небом монахи,', 'И я между ними в расшитой рубахе,', 'Лежу на просторе, легка и пригожа,', 'И солнце взрослее и ветер моложе.', 'Меня отпевали в громадине храма,', 'Была я невеста, прекрасная дама,', 'Душа моя рядом стояла и пела,', 'Но люди, не видя, смотрели на тело.', 'Судьба и молитва менялись местами,', 'Молчал мой любимый и крестное знамя,', 'Лицо его светом едва освещало,', 'Простила его, ему все прощала.', 'Весна задрожав от печального звона,', 'Смахнула три капли на лики иконы,', 'Что мирно покоилась между руками,', 'Её целовало веселое пламя.', 'Свеча догорела, упало кадило,', 'Земля застонав, превращалась в могилу,', 'Я бросилась в небо за легкой синицей,', 'Теперь я на воле, я Белая Птица.', 'Взлетев на прощанье, кружась над родными,', 'Смеялась я, горе их не понимая,', 'Мы встретимся вскоре, но будем иными,', 'Есть вечная воля, зовет меня стая.']"
"['Cm', 'D7', 'Gm', 'D#', 'F', 'B']",4292,1,24.02.2015,https://amdm.ru/akkordi/ddt/108141/i_ne_dumal_ya_s_ney_tancevat/,"['И не думал я с ней танцевать,', 'Я подмигивал бабе другой,', 'Но она почему-то дрожа,', 'Потащила меня за собой...', 'Поняв все и решив в миг слинять,', 'Я молчал, как молчат на допросах,', 'Но она и, не слушав, сама', 'На свои отвечала вопросы...', 'А потом долго пили мы чай,', 'Заедая его пирогами,', 'И она будто-бы невзначай', 'Ослепляла своими ногами.', 'А потом было все как в кино,', 'ЗАГС, родня, все меня пропивали,', 'И смотрел я с тоскою в окно,', 'Когда дяди советы давали...']"
"['Em', 'Am', 'B', 'E7', 'D', 'G', 'C', 'F#m']",23684,13,28.09.2014,https://amdm.ru/akkordi/ddt/98620/osen_posvyaschenie_sergey_eseninu/,"['Песня невеселая да еще дождливая', 'Не стучась ко мне вошла - осень пожалей', 'А она не слушает - мокрою вороною', 'Hа помойке роется памяти моей', 'А она не слушает - мокрою вороною', 'Hа помойке роется памяти моей', 'И завязну по уши я в грязи и в горестях', 'Брел облезлым мерином - пер нелегкий груз', 'А меня по ребрышкам пьяная хреновина', 'Слышу похоронное завывание мух', 'А меня по ребрышкам пьяная хреновина', 'Слышу похоронное завыванье мух', 'И любовь покинула в эту непогодицу', 'Улетела от меня лебедью на юг', 'И не нужны ей славненькой лишние страдания', 'Ей не нужно никаких наших зимних вьюг', 'Hе нужны ей славненькой лишние страдания', 'Ей не нужно никаких наших зимних вьюг']"
"['E5(VII)', 'D5', 'E5', 'A5', 'G5']",5505,3,22.07.2016,https://amdm.ru/akkordi/ddt/145672/fonogramschik/,"['Вступление, проигрыш:', '(V)    5|-------5h7p5--7-------------5-|', '6|-5>7-------------5--3--5h7----| x4', '(VII)                                4|-------5----|', '5|-5--7-----7-|', 'Он разевает свой рот как карась на песке', '(VII)                                  4|-------5----|', '5|-5--7-----7-|', 'Он на сцене а в глазах по голубой тоске', '(V)                                 4|-------5----|', '5|-5--7-----7-|', 'А в глазах по тоске по куску короче в них', '(V)                                 4|-------5----|', '5|-5--7-----7-|', 'Извивается и скачет всенародный жених', 'Главное это знойная страсть', 'Шаг влево шаг вправо лишь бы не упасть', 'Главное поза секс манера', 'И ты будешь пророком героем примером', '3|--------------------5------7-|', 'Фонограммщик  4|------------------5------7---|  4 раза', '5|-5h7p5--2-------3------5-----|', '6|-----------3-----------------|', '2|-------------8b9-|', '3|-9p7--9p7--9-----|', 'Он ангел он демон он такой заводной', 'Но вместо крыльев фанера гремит за спиной', 'Опереточный пахарь надушенный член', 'Он ждет для страны больших перемен', 'Главное вовремя вильнуть бедром', 'Будь ты на трибуне хоть помойным ведром', 'И не важно что петь важней кому дать', 'У него никогда не скрипит кровать', 'Фонограммщик - 4 раза', '(', 'Я включил телевизор посмотреть рок`н`ролл', 'А там - фонограммщик    5|-7---7--5-|', '6|---7------|', '(', 'Я спустил туалет а над горшком прикол -', 'фонограммщик  5|-7---7--5-|', '6|---7------|', '(', 'Мне приснился страшный сон что наш президент -', 'фонограммщик  4|-7---7--5-|', '5|---7------|', '(', 'Что наш главный герой кормилец и мент -', 'фонограммщик 4|-9---9--7-|', '5|---9------|', 'А знаменитый продюсер столичный бандит', 'Брюзжит: "" ты не качаешь нужен новый хит', 'Ты спел про Дашу, Сашу, Любовь, Анастасию', 'Америку, Машу, Олю, Катю, Наташу', 'А теперь давай про эту, ну как ее, ну модно, а вспомнил -', 'про Россию!""', 'Фонограммщик...']"
"['D', 'E7', 'G', 'A7', 'Em', 'C']",96695,285,07.04.2003,https://amdm.ru/akkordi/ddt/12581/ne_strelyay/,"['Intro:', 'e-----2-0---------0-------3---------0-|', 'b---------3-----0-------0---------2---|', 'g---2---------1-------0---------0-----|', 'd-0-----------------------------------|', 'a-----------0-----------------0-------|', 'E-------------------3-----------------|', 'Не стреляй в воробьев, не стреляй в голубей,', 'Не стреляй просто так из рогатки своей', 'Эй, малыш, не стреляй и не хвастай другим,', 'Что без промаха бьешь по мишеням живым.', 'Ты все тиры излазил, народ удивлял', 'Как отличный стрелок призы получал', 'Бил с улыбкой, не целясь, навскидку и влет.', 'А кругом говорили: Вот парню везет!', '}', 'Не стреляй!     } x4', 'И случилось однажды, о чем так мечтал -', 'Он в горящую точку планеты попал,', 'А когда наконец-то вернулся домой', 'Он свой старенький тир обходил стороной', 'И когда кто-нибудь вспоминал о войне,', 'Он топил свою совесть в тяжелом вине.', 'Перед ним, как живой, тот парнишка стоял,', 'Тот, который его об одном умолял:', '}', 'Не стреляй!     } x4']"
"['E', 'Am7', 'F', 'C', 'G', 'A7']",27266,31,29.09.2008,https://amdm.ru/akkordi/ddt/92404/vot_sizhu_ya_u_okna/,"['Вступление: С |', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', 'Вот сижу я у окна', 'Эх смотрю я на дорогу', 'Ох молюсь тихонько Богу', 'Ну когда придет она', 'Ох молюсь тихонько Богу', 'Ну когда придет она', 'Проигрыш: С |', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', 'Но одно широко поле', 'Вижу я перед собой', 'Все заросшее травой', 'Сладко-сладко ей на воле', 'Все заросшее травой', 'Сладко-сладко ей на воле', 'А дали, горы, темный лес', 'Лес печальный, лес густой', 'А на ель, на ель залез', 'Ясный месяц молодой', 'А на ель, на ель залез', 'Ясный месяц молодой', 'Он своим нахальным светом', 'Ослепил хмельное небо', 'Звезды блещут звонким смехом', 'Эх взлететь на небо мне бы', 'Звезды блещут звонким смехом', 'Эх взлететь на небо мне бы', 'И увидеть бы оттуда', 'Долгожданную тебя', 'Только это, это чудо', 'Мне поможет верю я', 'Только это, это чудо', 'Мне поможет верю я', 'Проигрыш: С |', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', '|', 'Кода:']"
"['Am', 'E', 'C', 'D', 'F', 'E7', 'Am7', 'D7']",33300,66,04.07.2016,https://amdm.ru/akkordi/ddt/144422/zaberi_etu_noch/,"['Припев:', 'Забери эту ночь, отогрей, успокой.', 'Смерть моя под рукой, жизнь моя - этот дождь.', 'Под осиной-трясиною, под рябыми закатами,', 'Провоняв вражьей псиною, я бреду между датами', 'За туманами ссыльными, между смыслами падаю...', 'Мне судьба - то ли с крыльями, то ли мерзлою падалью.', 'Нежно к смерти прижалася жизнь с неверною беспечностью.', 'Все стихи, что написались, я пострелял да над вечностью.', 'Припев:', 'Забери эту ночь, отмоли, упокой.', 'Жизнь моя под рукой, смерть моя - этот дождь.', 'Выпал крест этих мест, красных зорь-палачей,', 'Опустили в ручей, а теперь я - ничей.', 'Проигрыш:', '|', '|', '|', '|', 'Под березами-грезами, за ветрами-дозорами,', 'Разодрав руки звездами, я глаголами скорыми', 'Землю крою, и мается непорочная красавица,', 'Завалив душу ветками, за могилами-метками,', 'Потолками-заборами, едоками-закатами,', 'Я под пулями-ворами обнимаюсь с утратами.', 'Припев:', 'Забери эту ночь, отогрей, упокой.', 'Жизнь моя под рукой, смерть моя - этот дождь.', 'Выпал крест этих мест, красных зорь-палачей,', 'Опустили в ручей, а теперь я - ничей.', 'Ах вы, девы спесивые, жизнь и смерть - дуры грязные!', 'Получите красивого, да по пьянке - отвязного.', 'Я попал в окружение, кто там с белыми флагами?', 'Покупайте прощение, а я исчезну оврагами.', 'Поутру, на столе-ноле, между крайними датами', 'Я засну налегке с небесами-расплатами...', 'Припев:', 'Забери эту ночь, отогрей, успокой.', 'Жизнь моя под рукой, смерть моя - этот дождь.', 'Выпал крест этих мест, красных зорь-палачей,', 'Опустили в ручей, а теперь я - ничей.']"
"['F#m', 'D', 'Bm', 'C#', 'Dmaj9']",28985,28,11.08.2011,https://amdm.ru/akkordi/ddt/94165/ti_ne_odin/,"['Когда идет дождь, когда в глаза свет', 'Проходящих мимо машин и никого нет,', 'На дорожных столбах венки, как маяки', 'Прожитых лет, что ты в пути.', 'Третью жизнь за рулем,', 'Три века без сна заливает наши сердца', 'Серым дождем.', 'И кажется все по нулям, кислород и бензин,', 'И с кем там она, но все-таки знай:', 'Ты не один.', 'Ветви старых дорог хлещут тебя по лицу,', 'Нас гоняет по свету ветер и рок.', 'Золотая листва, полыхая огнем,', 'Вместе с верностью рвется к концу,', 'Лишь ночной чернозем, чернозем...', 'Да в небе звезда. Ты не один.', 'На дороге туман да мерещится дым', 'Ты уехал за счастьем вернулся просто седым', 'И кто знает какой новой верой решится эта борьба', 'Быть может на этом пути', 'Наша судьба. Ты не один']"
"['Am', 'Dm', 'E7', 'A']",31566,13,09.12.2006,https://amdm.ru/akkordi/ddt/91388/o_putine/,"['Путин едет по стране', 'На серебряном коне.', 'Путин всем людям поможет -', 'Дай здоровья ему, Боже!', 'Всех бандитов перебьет,', 'Работягам он нальет,', 'Все построит и починит,', 'Если надо - лично двинет', 'Он борцовскою рукой...Ой...', 'Путин едет по стране,', 'мы по-прежнему -...', '(в дерьме)']"
"['G', 'D', 'Am', 'C']",21490,36,07.04.2003,https://amdm.ru/akkordi/ddt/14675/revolyciya/,"['Два пальца вверх - это победа,', 'И это два пальца в глаза.', 'Мы бьемся насмерть во вторник за среду,', 'Но не понимаем уже четверга.', 'В этом мире того, что хотелось бы нам - нет,', 'Мы верим что в силах его изменить - да! Но...', 'Припев:', 'Революция, ты научила нас', 'Верить в несправедливость добра.', 'Сколько миров мы сжигаем в час', 'Во имя твоего святого костра.', '', 'Человечье мясо сладко на вкус.', 'Это знают Иуды блокадных зим.', 'Что вам на завтрак? Опять Иисус?', 'Ешьте, но знайте, мы вам не простим.', 'В этом мире того, что хотелось бы нам - нет,', 'Мы верим что в силах его изменить - да! Но...', 'Припев:', 'Революция, ты научила нас', 'Верить в несправедливость добра.', 'Сколько миров мы сжигаем в час', 'Во имя твоего святого костра.', 'И что же нам делать, о чем же нам петь?', 'Над чьими плечами моя голова?', 'Сколько афганей стоит смерть,', 'Если  наша жизнь - не права?', 'В этом мире того, что хотелось бы нам - нет,', 'Мы верим что в силах его изменить - да! Но...', 'Припев:', 'Революция, ты научила нас', 'Верить в несправедливость добра.', 'Сколько миров мы сжигаем в час', 'Во имя твоего святого костра.', 'Революция, ты научила нас', 'Верить в несправедливость добра.', 'Сколько миров мы сжигаем в час', 'Во имя твоего святого костра.']"
"['Am', 'G', 'C', 'F', 'E7', 'E']",144401,303,07.04.2003,https://amdm.ru/akkordi/ddt/4959/ya_poluchil_etu_rol/,"['Соло:', '1|-5-5-5--5-3-5-3-0--1-3-1--3-1-0-1-35-5--8-5-3-5-3-0--1-3-1-', '-0-1-35-5-5-5-7-5-7-812-12-10-12-10-8-10-1217-17--15-17', '-15-12--13-15-13--15-13--12|', 'Нас сомненья грызут, я сомненьями этим не рад.', 'И тоскливая тяжесть в груди разбивает любовь.', 'А пока мы сидим и страдаем, скулим у захлопнутых врат,', 'Нас колотит судьба чем попало, да в глаз или в бровь.', 'Вот хитрейшие просто давно положили на все.', 'Налепив быстро мягкий мирок на привычных их телу костях,', 'Лишь смеются над нами, погрязшими в глупых страстях.', 'Им давно наплевать на любое, твое и мое.', 'Припев:', '', 'Я получил эту роль. Мне выпал счастливый билет.', '', 'Я получил эту роль. Мне выпал счастливый билет.', 'Вопрошаем отцов, но не легче от стройных речей.', 'Не собрать и частичный ответ из подержанных фраз.', 'Их тяжелая юность прошла вдалеке от вещей,', 'Тех, которые так переполнили доверху нас.', 'И когда нам так хочется громко и долго кричать,', 'Вся огромная наша родня умоляет молчать.', 'И частенько, не веря уже в одряхлевших богов,', 'Сыновья пропивают награды примерных отцов.', 'В суете наступает совсем одинокая ночь.', 'Лезут мысли о третьем конце, и уже не до сна.', 'Но на следующий вечер приводим мы ту, что не прочь.', 'И тихонько сползая с постели отступает война. Оо!', 'Припев:', '', 'Я получил эту роль. Мне выпал счастливый билет.', '', 'Я получил эту роль. Мне выпал счастливый билет.', 'Эфемерное счастье наполнило медом эфир.', 'Славим радость большого труда, непонятного смыслом своим.', 'Славим радость побед, по малейшему поводу - пир.', 'И уж лучше не думать, что завтра настанет за ним.', 'Безразличные грезы, прощаясь одна за другой,', 'Улетают, навечно покинув еще одного.', 'Он лежит и гниет, что-то желтое льет изо рта.', 'Это просто неизрасходованная слюна.', 'Сладость тело питала, но скоро закончился срок.', 'Он подъехал незримо к черте, где все рвется за миг.', 'И в застывших глазах, обращенных к началу дорог,', 'Затвердел и остался навек неродившийся крик.', 'Припев: x3', '', 'Я получил эту роль. Мне выпал счастливый билет.', '', 'Я получил эту роль. Мне выпал счастливый билет.']"
"['Em', 'D', 'G', 'C', 'Am', 'B7']",11904,55,25.10.2021,https://amdm.ru/akkordi/ddt/186671/2020/,"['[Куплет 1]', 'Уходит, крестясь, год две тысячи двадцать', 'А лёгкие наши, как прежде, легки', 'Похоронили безвременно павших', 'Сплюнули пули, достали стихи', '[Припев 1]', 'Ах, нелегко, нелегко…о-о', 'Небо так близко и далеко', 'Новые рифмы смывают грим', 'Мир изменился, он стал другим', '[Куплет 2]', 'Белая птица летит над домами', 'На кухнях салюты кипят в инстаграм', 'Цепью живой ночь раздвинем руками', 'Выйдем навстречу голодным ветрам', '[Припев 2]', 'Ах, высоко, высоко…о-о', 'Небо так близко и далеко', 'Не увернуться, не сдать назад', 'Больше не будет, как прежде, брат', '[Куплет 3]', 'Смотрит история в новые дали', 'Раны промыла холодным дождем', 'То, что вчера мы в огне потеряли', 'В пепле ожившем сегодня найдем', '[Припев 3]', 'Ах, нелегко, нелегко……о-о', 'Небо так близко и далеко', 'Выключив звезды и маяки', 'Осень выводит свои полки', 'Ах, высоко, высоко……о-о', 'Небо так близко и далеко', 'Новые рифмы смывают грим', 'Мир изменился, он стал другим']"
"['F', 'B', 'G', 'Cm', 'F7', 'B7', 'Fsus2', 'Fsus4', 'F6', 'Gm7', 'G7']",4593,0,28.12.2016,https://amdm.ru/akkordi/ddt/154996/blok_rak_in_rollouv/,"['Я приобретаю свой жизненный опыт...', 'Я приобретаю свой жизненный опыт...', 'Мама, мама, мама, мама, мама!', 'Он мне дарит цепочки, он мне дарит значки,', 'В его клетчатой куртке звенят пятачки', 'Кажну ночь из Москвы он мне привозит трофей:', 'Скальпы вражеских панков, амулеты хиппей.', 'Мама! Мама! Мама! Мама! Мама!', 'Плавно движется дорога,', 'Да не еду я по ней.', 'По дороге скачут ноги,', 'Рёбра, груди ""Жигулей"".', 'Я сверлю 103-ю дырку,', 'Мне ещё полдня пахать.', 'На заводе, под копирку', 'Брэк учусь я танцевать.', 'Брэк-дэнс, брэк-брэк-дэнс.', 'А-га! А-га! А!', 'У нас в деревне были тоже хиппаны,', 'Но всех - увы! - уже давно позабирали,', 'И я один, заплаты ставя на шузы,', 'Пытаюсь встать, да что-то ноги отказали.', 'Да, я последний из колхозных могикан,', 'Лежу и плачу, вспоминая всю систему,', 'Как на стриту аскали дружно на стакан,', 'Как найтовали мы с герлой по кличке Э-э-эмма!', 'Припев:', 'Хиппаны, хиппаны, хиппаны. Пинк Флойд!', 'Хиппаны, хиппаны, хиппаны.', 'Хиппаны, хиппаны, хиппаны.', 'Хиппаны, хиппаны, хиппаны. Джон Леннон!', 'Хиппаны, хиппаны, хиппаны, о, хиппаны...', 'Старый хиппан, Дядя Миша...', 'Вчера забил я свой единственный косяк,', 'Вчера тащился я последний раз на кайфе.', 'А нынче, выпив кружку чаю натощак,', 'Не смог представить, что фузю на овердрайве.', 'Да, делать нечего, вылазят волоса,', 'Придётся завтра мне пахать на провиант,', 'Лежу и слушаю, как воет эмигрант,', 'Какая там у них, в Америке, тоска...', 'Припев:', 'Хиппаны, хиппаны, хиппаны.', 'Хиппаны, хиппаны, хиппаны.', 'Хиппаны, хиппаны, хиппаны.', 'Хиппаны, хиппаны, хиппаны.', 'Хиппаны, хиппаны, хиппаны, о, хиппаны...', 'Я чествую вас, сыновья дипломатов,', 'Юристов, министров и профессоров.', 'Ожиревших актрис, журналистов-магнатов,', 'Многотомных поэтов и суперпевцов.', 'Короче, тех, кого всегда у нас вызывают на ""бис"".', 'Тех, кто всегда легко пролезет без виз.', 'Припев:', 'Раскройте рты, сорвите уборы -', 'По улице чешут мальчики-мажоры.', 'Раскройте рты, сорвите уборы -', 'На папиных ""Волгах"" - мальчики-мажоры.', 'Кичевая дрянь задернута в тело.', 'Душа это? Нет? Какое вам дело?', 'И так все легко соплякам и просто -', 'Папаша добьется мажорного роста.', 'Папаша попросит весь зал кричать ему ""бис"".', 'Папаша исполнит любой сыночкин каприз.', 'Припев:', 'Раскройте рты, сорвите уборы -', 'По улице чешут мальчики-мажоры.', 'Раскройте рты, сорвите уборы -', 'На папиных ""Волгах"" - мальчики-мажоры.', 'Тут критик воскликнет: ""Здесь все в черном свете.', 'Ведь есть у крутых и молодцы сыновья"".', 'Дружок, я все знаю, я сам, брат, из этих,', 'Но в песне не понял ты, увы...', 'Припев:', 'Раскройте рты, сорвите уборы -', 'По улице чешут мальчики-мажоры.', 'Раскройте рты, сорвите уборы -', 'На папиных ""Волгах"" - мальчики-мажоры...', 'А я торчу на ""Алисе"", ""ДДТ"" и ""Кино"".', 'На живого БГ посмотреть давно', 'Я хочу, я знаю - он будет там.', 'О Боже, как повезло всем нам.', 'Но порядок есть порядок: ""Куда? Сидеть!', 'Молчать! Не плясать! Не петь!""', 'Я не знаю, что будет. Я вижу, что есть.', 'Эти парни запросто могут сесть.', 'Припев:', 'Милиционер в Рок-Клубе!', 'Милиционер в Рок-Клубе!', 'Милиционер в Рок-Клубе!', 'Милиционер в Рок-Клубе!', 'Милиционер!']"
"['Bm', 'D', 'G', 'G/F#', 'A', 'Em', 'A/C#', 'A/E']",6153,3,15.05.2015,https://amdm.ru/akkordi/ddt/114141/napishi_mne_napishi/,"['Intro:', '|', '|', '|', '|', '|', '|', 'Наша борьба подошла к концу,', 'На стене телевизором - тюремная клеть.', 'Спор о начале вновь подвёл к яйцу,', 'Мы сидим за столом и пьём свою смерть.', 'Солдаты духа, мы горим в трусах', 'Слишком много эротики, да мало любви.', 'Страну закопали в этих кустах,', 'Кого не спроси - Се Ля Ви!', 'И мы дарим друг другу время на память,', 'Россия – женщина с героическим прошлым.', 'Немного светлым, немного пошлым -', 'В постели с настоящим, как вечность в бурьяне.', 'Я думал она - мать, оказалось - beer,', 'Я для неё неактуален и вреден,', 'Но я достаточно богат, позвольте, леди,', 'G!', 'Печально смотреть на мир.', 'Проигрыш:', '|', '|', '|', '}x2', '|', '|', '|', '|', '|', '|', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.', 'И кто будет драться, если завтра война,', 'Кто снова ослепнет, штурмуя свет?', 'Двойного гражданства у неба нет,', 'У земли нет амбиций, но есть она -', 'Россия, женщина, с разбитым лицом,', 'Для кого-то ротик, для нас – пасть.', 'Россия - невеста, век с мертвецом,', 'Мы так напились, мы готовы пропасть!', 'И наш патриотизм не очень высок.', 'Он не фужер на банкете, не танцор нагишом,', 'Он не гимны, не маршы, не речей песок,', 'Он наивен, прост и даже смешон.', 'Он     не дубина, не народ, не вождь,', 'Не чугунный цветок в гранитной руке,', 'Он там, где мы хоронили дождь,', '|', '|', '|', 'Он солнце - тонущее в реке...', '|', 'Он солнце - тонущее в реке', '|', 'Он солнце - тонущее в реке', '|', 'Он солнце - тонущее в реке', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.', 'Он солнце - тонущее в реке', '|', 'Он солнце - тонущее в реке', 'Он солнце - тонущее в реке', '|', 'Он солнце - тонущее в реке...', 'Напиши мне, напиши,', 'Намешай, развороши.', 'Надыши мне, надыши', 'Фотографию души.']"
"['Em', 'G', 'Am', 'B7']",9351,0,04.12.2006,https://amdm.ru/akkordi/ddt/91349/poet/,"['Выл осторожно, слушал дыханье', 'Жизни железнодорожного цвета', 'Ты так прекрасна, a я жаждал ответа', 'Сколько печали несет это знанье', 'Соль на мозоли - смешные идеи', 'Мир тесен так, что и ты не одета', 'Запахи пыли и гари Завета', 'Сбросило лето, сбросило лето', 'Поэты c губами на бедрах горячки', 'Летят без разбора во все дорогое', 'И каждую ночь, воскресая из спячки', 'Срываются в лютое, смертное, злое', 'Переплыли Исаакий, что лысой горою', 'Вырос вчера и молчит между нами', 'Спи мой гранит, я плейбоем накрою', 'Печальную песню о Блоковской даме', 'Ограничены матом возможности мира', 'И язык ни причем, здесь другие проблемы', 'Человек в облаках - это майна и вира', 'И тебе ни к чему звук на высшие темы', 'Знай, что времени нет, есть безумие воли', 'Только силой любви можно выйти за грани', 'Перейти это поле, сдохнув от боли', 'И закат весь в крови, и рассвет этот ранен', 'Он свернул горизонт, он прокрался веками', 'В снов твоих семя, в снов твоих горло', 'Он кидался стихами о Блоковской даме', 'Так чтоб проперло', 'Пел что времени нет для тоски и печали', 'Пел что времени нет для любви и для боя', 'И не важно, что черти по трубам вкачали', 'Вскрыл потоки сознанья он бритвой-рукою', 'И упал лицом в Правду, и пытался подняться', 'Если ты не поможешь, он не выйдет из драки', 'Но на сердце твоем надпись - не прислоняться', 'Он глупее поднявшейся в космос собаки', 'Он рефлексы свои как катетер срывает', 'Он вдохнул стратосферу и горит как комета', 'И от боли, отчаяния, ярости лает', 'На звезду, исхлеставшую ветками света...', 'Дорога в бескрайнее это', 'Дорога в безумное это', 'Дорога в бесконечное это']"
"['Am', 'Fmaj7', 'Fmaj7+', 'G', 'D/F#', 'C', 'E7']",2544,3,05.10.2022,https://amdm.ru/akkordi/ddt/196724/svoboda/,"['Я еду к тебе', 'Это странное место', 'Туман на болоте', 'Без цвета и дна', 'Я твой вечных жених,', 'Золотая невеста', 'Лижут мысли, как мухи,', 'Стекла окна', 'Зима на спине', 'Я не стар и не молод', 'Ночь похожа на лифт', 'В котором умер поэт', 'Я по уши сыт,', 'Да разбудил меня голод', 'Руки чувствуют пульс', 'Я зеваю на свет', '[Припев]:', 'Мама, разбуди меня вечером', 'Мама, чтоб я ночь не проспал', 'Мама, я уйду как намечено', 'Мама, мама как я устал', 'Гроза по глазам', 'Напротив морщинами', 'Скребет по стеклу', 'Седая рука', 'Мимо павших идей', 'Проплывают причинами', 'В тумане чуть видимо', 'Ветви века.', 'Растет за окном', 'Последняя станция', 'Здесь отпевают', 'верхний этаж', 'Здравствуй, любовь,', 'Получи информацию', 'Да не промахнись', 'И сотри макияж', '[Припев]:', 'Мама, разбуди меня вечером', 'Мама, чтоб я ночь не проспал', 'Мама, я уйду как намечено', 'Мама, мама как я устал', 'Свобоооооооода']"
"['Em', 'Cadd9', 'G', 'Am', 'D', 'C', 'Esus4']",9312,4,07.04.2003,https://amdm.ru/akkordi/ddt/8661/styx/,"['Время начала Рок-н-Ролла ушло.', 'Осталась прическа да светлая грусть.', 'Cаdd9', 'Недоплыл ко мне Харон, утопил свое весло.', '', '', 'А я живой на бережку, да мне не уснуть.', 'А на обрыве этой прыщавой реки,', 'А наблюдая за дымящейся золой,', 'Я постирал на завтра свои носки.', 'Я предполагаю, что буду ЖИВОЙ!', 'Еm\t Саdd9', 'Аm', 'Ах ты реченька мертвы, сколько людей!', 'Я сижу на бережку, смотрю на них.', 'Cаdd9', 'Кто брассом, кто кроллем, кто на спинах блядей.', '', 'За ними с аквалангами сотни живых!', 'Воины-Вороны смывают грим.', 'Здесь хорошо, да там тоже дают.', 'Следущий заплыв, третий Рим.', 'А я все надеюсь, что меня не убьют!', 'Припев:', '', 'Аm', 'Ай-яй-яй-яй-яй-яй-я-а-а-ай Ой-ей-ей-ей-ей-ей-ей-ей', '', 'Я слышу мертвых, я вижу живых!', 'Ах ты душенька-речка, время река!', 'Подыши ты еще, поживи не спеша.', 'Cаdd9', 'Мне б еще допотеть, мне б еще донести!', '', '', 'Еще пару минут, подожди, не крести!', 'Дайте мне свечку, дайте вина!', 'Где же, черт, в этой тьме магазин?', 'Я не надеюсь дотянуть до седин,', 'Но я не хочу сходить здесь с ума!', 'Припев:', '', 'Аm', 'Ай-яй-яй-яй-яй-яй-я-а-а-ай Ой-ей-ей-ей-ей-ей-ей-ей', '', 'Я слышу мертвых, я вижу живых!']"
"['G7', 'G', 'C']",4934,0,28.12.2016,https://amdm.ru/akkordi/ddt/154979/bolshaya_zhenschina/,"['Большая женщина на пляже, величиной - шестая мира', 'Почесывает сонно заборы между ног.', 'Ты ни кому не отдалась, но всем нужна твоя квартира', 'Как уши чешет Запад, как пятки жжет Восток.', 'Припев:', 'Большая женщина!', 'Большая женщина!', 'Большая женщина!', 'Большая женщина!', 'Большая женщина на плахе косметических решений', 'Очередной хирург, подав наркоз, наводит красоту.', 'Большая женщина, ты снова голодна, но где то семя,', 'Которым мы тебя набили, чтоб увеличить полноту?', 'Припев', 'Я падаю с высот твоей груди.', 'Я заблудившийся в тайге твоих волос.', 'Хочу тебя обнять, хочу в тебя войти,', 'Люблю тебя. Вставай, колосс!', 'Припев', 'Большая женщина!']"
"['Am', 'E', 'A7', 'Dm', 'F', 'B', 'E7']",16949,36,21.07.2011,https://amdm.ru/akkordi/ddt/93858/ya_zavtra_broshu_pit/,"['Я завтра брошу пить, вот удивится свет,', 'Прочту десяток книг и натяну вельвет,', 'Я выдавлю прыщи, я патлы остригу,', 'Тройной одеколон для рожи сберегу.', 'А после в гастроном зайду как человек,', 'И корешам назло на торте выбью чек.', 'И с этим вот тортом пойду к себе домой.', 'А Клава, дверь открыв, воскликнет: ""Боже мой!""', 'И будем чай мы пить, газетки вслух читать.', 'А Клава, может быть, с собой положит спать.', 'Ох, Клавдия моя, как я тебя любил!', 'От етих чувств больных должно быть я и пил.', 'А дальше все пойдет как в фирменном кино:', 'Куплю машину я, обои и трюмо.', 'Общественность, завод - сам посуди, не пью,', 'Посадит за столом как своего судью.', 'И вот на Волге я качу к себе домой.', 'А Клавдия-то, растолстев, все потчует икрой.', 'Горит ночной екран, хрустит во рте икра!...', 'Настанет, мужики, счастливая пора!', 'За ето и не грех сегодня выпить нам!', 'Налей-ка, Вась, еще мне красненькой сто грам.', 'Давай дерябнем, Вась, да за мою судьбу!', 'Да за такое дело я ... белую возьму!', 'Я завтра брошу пить...']"
